text,DIET_entity,CRF_entity,MITIE_entity,groundtruth
list la,"[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]"
list la,"[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]","[{'start': 5, 'end': 7, 'value': 'la', 'entity': 'city_name'}]"
list flights from new york to la,"[{'start': 18, 'end': 26, 'value': 'new york', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 32, 'value': 'la', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 26, 'value': 'new york', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 32, 'value': 'la', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 26, 'value': 'new york', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 32, 'value': 'la', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 26, 'value': 'new york', 'entity': 'fromloc.city_name'}, {'start': 30, 'end': 32, 'value': 'la', 'entity': 'toloc.city_name'}]"
list flights from la guardia to burbank,"[{'start': 18, 'end': 28, 'value': 'la guardia', 'entity': 'fromloc.airport_name'}, {'start': 32, 'end': 39, 'value': 'burbank', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 28, 'value': 'la guardia', 'entity': 'fromloc.airport_name'}, {'start': 32, 'end': 39, 'value': 'burbank', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 28, 'value': 'la guardia', 'entity': 'fromloc.airport_name'}, {'start': 32, 'end': 39, 'value': 'burbank', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 28, 'value': 'la guardia', 'entity': 'fromloc.airport_name'}, {'start': 32, 'end': 39, 'value': 'burbank', 'entity': 'toloc.city_name'}]"
list flights from la to orlando,"[{'start': 18, 'end': 20, 'value': 'la', 'entity': 'fromloc.city_name'}, {'start': 24, 'end': 31, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 20, 'value': 'la', 'entity': 'fromloc.city_name'}, {'start': 24, 'end': 31, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 20, 'value': 'la', 'entity': 'fromloc.city_name'}, {'start': 24, 'end': 31, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 20, 'value': 'la', 'entity': 'fromloc.city_name'}, {'start': 24, 'end': 31, 'value': 'orlando', 'entity': 'toloc.city_name'}]"
list flights from ontario california to orlando,"[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]"
list flights from ontario california to orlando,"[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 25, 'value': 'ontario', 'entity': 'fromloc.city_name'}, {'start': 26, 'end': 36, 'value': 'california', 'entity': 'fromloc.state_name'}, {'start': 40, 'end': 47, 'value': 'orlando', 'entity': 'toloc.city_name'}]"
list flights from indianapolis to memphis with fares on monday,"[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 56, 'end': 62, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 56, 'end': 62, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 56, 'end': 62, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 56, 'end': 62, 'value': 'monday', 'entity': 'depart_date.day_name'}]"
list flights from indianapolis to memphis on monday,"[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 45, 'end': 51, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 45, 'end': 51, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 45, 'end': 51, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 30, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 34, 'end': 41, 'value': 'memphis', 'entity': 'toloc.city_name'}, {'start': 45, 'end': 51, 'value': 'monday', 'entity': 'depart_date.day_name'}]"
list flights from memphis to miami on wednesday,"[{'start': 18, 'end': 25, 'value': 'memphis', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 34, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 47, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 25, 'value': 'memphis', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 34, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 47, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 25, 'value': 'memphis', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 34, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 47, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 25, 'value': 'memphis', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 34, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 47, 'value': 'wednesday', 'entity': 'depart_date.day_name'}]"
list flights from miami to indianapolis on sunday,"[{'start': 18, 'end': 23, 'value': 'miami', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 39, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 43, 'end': 49, 'value': 'sunday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 23, 'value': 'miami', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 39, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 43, 'end': 49, 'value': 'sunday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 23, 'value': 'miami', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 39, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 43, 'end': 49, 'value': 'sunday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 23, 'value': 'miami', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 39, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 43, 'end': 49, 'value': 'sunday', 'entity': 'depart_date.day_name'}]"
list flights from charlotte on saturday afternoon,"[{'start': 18, 'end': 27, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 39, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 40, 'end': 49, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 27, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 39, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 40, 'end': 49, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 27, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 39, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 40, 'end': 49, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 27, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 31, 'end': 39, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 40, 'end': 49, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]"
list type of aircraft for all flights from charlotte,"[{'start': 43, 'end': 52, 'value': 'charlotte', 'entity': 'fromloc.city_name'}]","[{'start': 43, 'end': 52, 'value': 'charlotte', 'entity': 'fromloc.city_name'}]","[{'start': 43, 'end': 52, 'value': 'charlotte', 'entity': 'fromloc.city_name'}]","[{'start': 43, 'end': 52, 'value': 'charlotte', 'entity': 'fromloc.city_name'}]"
list flights and fares from tacoma to orlando round trip leaving saturday returning next saturday,"[{'start': 28, 'end': 34, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'orlando', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 56, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 65, 'end': 73, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 84, 'end': 88, 'value': 'next', 'entity': 'return_date.date_relative'}, {'start': 89, 'end': 97, 'value': 'saturday', 'entity': 'return_date.day_name'}]","[{'start': 28, 'end': 34, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'orlando', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 56, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 65, 'end': 73, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 84, 'end': 88, 'value': 'next', 'entity': 'return_date.date_relative'}, {'start': 89, 'end': 97, 'value': 'saturday', 'entity': 'return_date.day_name'}]","[{'start': 28, 'end': 34, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'orlando', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 56, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 65, 'end': 73, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 84, 'end': 88, 'value': 'next', 'entity': 'return_date.date_relative'}, {'start': 89, 'end': 97, 'value': 'saturday', 'entity': 'return_date.day_name'}]","[{'start': 28, 'end': 34, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 38, 'end': 45, 'value': 'orlando', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 56, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 65, 'end': 73, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 84, 'end': 88, 'value': 'next', 'entity': 'return_date.date_relative'}, {'start': 89, 'end': 97, 'value': 'saturday', 'entity': 'return_date.day_name'}]"
what class is fare code q,"[{'start': 24, 'end': 25, 'value': 'q', 'entity': 'booking_class'}]","[{'start': 24, 'end': 25, 'value': 'q', 'entity': 'booking_class'}]","[{'start': 24, 'end': 25, 'value': 'q', 'entity': 'booking_class'}]","[{'start': 24, 'end': 25, 'value': 'q', 'entity': 'booking_class'}]"
list flights from orlando to tacoma on saturday of fare basis code of q,"[{'start': 18, 'end': 25, 'value': 'orlando', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'tacoma', 'entity': 'toloc.city_name'}, {'start': 39, 'end': 47, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 70, 'end': 71, 'value': 'q', 'entity': 'fare_basis_code'}]","[{'start': 18, 'end': 25, 'value': 'orlando', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'tacoma', 'entity': 'toloc.city_name'}, {'start': 39, 'end': 47, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 70, 'end': 71, 'value': 'q', 'entity': 'fare_basis_code'}]","[{'start': 18, 'end': 25, 'value': 'orlando', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'tacoma', 'entity': 'toloc.city_name'}, {'start': 39, 'end': 47, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 70, 'end': 71, 'value': 'q', 'entity': 'fare_basis_code'}]","[{'start': 18, 'end': 25, 'value': 'orlando', 'entity': 'fromloc.city_name'}, {'start': 29, 'end': 35, 'value': 'tacoma', 'entity': 'toloc.city_name'}, {'start': 39, 'end': 47, 'value': 'saturday', 'entity': 'depart_date.day_name'}, {'start': 70, 'end': 71, 'value': 'q', 'entity': 'fare_basis_code'}]"
list airfares for first class round trip from detroit to st. petersburg,"[{'start': 18, 'end': 29, 'value': 'first class', 'entity': 'class_type'}, {'start': 30, 'end': 40, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 46, 'end': 53, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 29, 'value': 'first class', 'entity': 'class_type'}, {'start': 30, 'end': 40, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 46, 'end': 53, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 29, 'value': 'first class', 'entity': 'class_type'}, {'start': 30, 'end': 40, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 46, 'end': 53, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 18, 'end': 29, 'value': 'first class', 'entity': 'class_type'}, {'start': 30, 'end': 40, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 46, 'end': 53, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]"
list coach round trip airfare from detroit to st. petersburg,"[{'start': 5, 'end': 10, 'value': 'coach', 'entity': 'class_type'}, {'start': 11, 'end': 21, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 35, 'end': 42, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 60, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'coach', 'entity': 'class_type'}, {'start': 11, 'end': 21, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 35, 'end': 42, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 60, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'coach', 'entity': 'class_type'}, {'start': 11, 'end': 21, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 35, 'end': 42, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 60, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'coach', 'entity': 'class_type'}, {'start': 11, 'end': 21, 'value': 'round trip', 'entity': 'round_trip'}, {'start': 35, 'end': 42, 'value': 'detroit', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 60, 'value': 'st. petersburg', 'entity': 'toloc.city_name'}]"
list flights from pittsburgh to newark on monday morning,"[{'start': 18, 'end': 28, 'value': 'pittsburgh', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 38, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 42, 'end': 48, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 49, 'end': 56, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'pittsburgh', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 38, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 42, 'end': 48, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 49, 'end': 56, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'pittsburgh', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 38, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 42, 'end': 48, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 49, 'end': 56, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'pittsburgh', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 38, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 42, 'end': 48, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 49, 'end': 56, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]"
list flights from minneapolis to pittsburgh on friday,"[{'start': 18, 'end': 29, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 43, 'value': 'pittsburgh', 'entity': 'toloc.city_name'}, {'start': 47, 'end': 53, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 29, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 43, 'value': 'pittsburgh', 'entity': 'toloc.city_name'}, {'start': 47, 'end': 53, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 29, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 43, 'value': 'pittsburgh', 'entity': 'toloc.city_name'}, {'start': 47, 'end': 53, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 18, 'end': 29, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 33, 'end': 43, 'value': 'pittsburgh', 'entity': 'toloc.city_name'}, {'start': 47, 'end': 53, 'value': 'friday', 'entity': 'depart_date.day_name'}]"
list flights before 9 am from cincinnati to tampa,"[{'start': 13, 'end': 19, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 20, 'end': 24, 'value': '9 am', 'entity': 'depart_time.time'}, {'start': 30, 'end': 40, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 49, 'value': 'tampa', 'entity': 'toloc.city_name'}]","[{'start': 13, 'end': 19, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 20, 'end': 24, 'value': '9 am', 'entity': 'depart_time.time'}, {'start': 30, 'end': 40, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 49, 'value': 'tampa', 'entity': 'toloc.city_name'}]","[{'start': 13, 'end': 19, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 20, 'end': 24, 'value': '9 am', 'entity': 'depart_time.time'}, {'start': 30, 'end': 40, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 49, 'value': 'tampa', 'entity': 'toloc.city_name'}]","[{'start': 13, 'end': 19, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 20, 'end': 24, 'value': '9 am', 'entity': 'depart_time.time'}, {'start': 30, 'end': 40, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 49, 'value': 'tampa', 'entity': 'toloc.city_name'}]"
list flights from cincinnati to tampa before noon,"[{'start': 18, 'end': 28, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 37, 'value': 'tampa', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 44, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 45, 'end': 49, 'value': 'noon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 37, 'value': 'tampa', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 44, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 45, 'end': 49, 'value': 'noon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 37, 'value': 'tampa', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 44, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 45, 'end': 49, 'value': 'noon', 'entity': 'depart_time.period_of_day'}]","[{'start': 18, 'end': 28, 'value': 'cincinnati', 'entity': 'fromloc.city_name'}, {'start': 32, 'end': 37, 'value': 'tampa', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 44, 'value': 'before', 'entity': 'depart_time.time_relative'}, {'start': 45, 'end': 49, 'value': 'noon', 'entity': 'depart_time.period_of_day'}]"
list flights from tampa to cincinnati after 3 pm,"[{'start': 18, 'end': 23, 'value': 'tampa', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 37, 'value': 'cincinnati', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 43, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 44, 'end': 48, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 18, 'end': 23, 'value': 'tampa', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 37, 'value': 'cincinnati', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 43, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 44, 'end': 48, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 18, 'end': 23, 'value': 'tampa', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 37, 'value': 'cincinnati', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 43, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 44, 'end': 48, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 18, 'end': 23, 'value': 'tampa', 'entity': 'fromloc.city_name'}, {'start': 27, 'end': 37, 'value': 'cincinnati', 'entity': 'toloc.city_name'}, {'start': 38, 'end': 43, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 44, 'end': 48, 'value': '3 pm', 'entity': 'depart_time.time'}]"
list airlines that fly from seattle to salt lake city,"[{'start': 28, 'end': 35, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 53, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 28, 'end': 35, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 53, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 28, 'end': 35, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 53, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 28, 'end': 35, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 39, 'end': 53, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]"
list delta flights from seattle to salt lake city,"[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]"
list seating capacities of delta flights from seattle to salt lake city,"[{'start': 27, 'end': 32, 'value': 'delta', 'entity': 'airline_name'}, {'start': 46, 'end': 53, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 27, 'end': 32, 'value': 'delta', 'entity': 'airline_name'}, {'start': 46, 'end': 53, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 27, 'end': 32, 'value': 'delta', 'entity': 'airline_name'}, {'start': 46, 'end': 53, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 27, 'end': 32, 'value': 'delta', 'entity': 'airline_name'}, {'start': 46, 'end': 53, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 57, 'end': 71, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]"
list delta flights from seattle to salt lake city with aircraft type,"[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]","[{'start': 5, 'end': 10, 'value': 'delta', 'entity': 'airline_name'}, {'start': 24, 'end': 31, 'value': 'seattle', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 49, 'value': 'salt lake city', 'entity': 'toloc.city_name'}]"
what ground transportation is there in baltimore,"[{'start': 39, 'end': 48, 'value': 'baltimore', 'entity': 'city_name'}]","[{'start': 39, 'end': 48, 'value': 'baltimore', 'entity': 'city_name'}]","[{'start': 39, 'end': 48, 'value': 'baltimore', 'entity': 'city_name'}]","[{'start': 39, 'end': 48, 'value': 'baltimore', 'entity': 'city_name'}]"
